,+/-,3P,3P%,3PA,AST,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Unnamed: 5,Unnamed: 7,player
896,26.0,3.0,0.429,7.0,7.0,0.0,1.0,4/1/18,7.0,0.467,15.0,10.0,1.0,10.0,76.0,1,22.2,36:13:00,1.0,MIL,5.0,27.0,77,1.0,2.0,2.0,,W (+3),jamal murray
897,0.0,1.0,0.16699999999999998,6.0,7.0,1.0,4.0,4/3/18,4.0,0.33299999999999996,12.0,3.0,1.0,3.0,77.0,1,13.0,37:48:00,0.0,IND,0.0,12.0,78,3.0,2.0,4.0,,W (+3),jamal murray
898,15.0,3.0,0.5,6.0,1.0,1.0,0.0,4/5/18,8.0,0.5,16.0,3.0,1.0,3.0,78.0,1,14.2,35:37:00,2.0,MIN,4.0,22.0,79,0.0,1.0,2.0,,W (+4),jamal murray
899,24.0,0.0,0.0,1.0,7.0,0.0,2.0,4/7/18,8.0,0.8,10.0,3.0,1.0,3.0,79.0,1,20.0,39:38:00,1.0,LAC,1.0,19.0,80,0.0,1.0,3.0,@,W (+19),jamal murray
900,-2.0,1.0,0.16699999999999998,6.0,2.0,1.0,2.0,4/9/18,4.0,0.28600000000000003,14.0,3.0,0.75,4.0,80.0,1,1.1,32:52:00,0.0,POR,5.0,12.0,81,0.0,3.0,2.0,,W (+6),jamal murray
901,-5.0,2.0,0.28600000000000003,7.0,6.0,0.0,3.0,4/11/18,8.0,0.444,18.0,2.0,0.5,4.0,81.0,1,15.8,42:48:00,3.0,MIN,3.0,20.0,82,1.0,1.0,6.0,@,L (-6),jamal murray
902,-5.0,2.0,0.222,9.0,0.0,0.0,5.0,10/17/17,11.0,0.478,23.0,1.0,0.5,2.0,1.0,1,12.1,39:36:00,1.0,CLE,5.0,25.0,1,2.0,3.0,6.0,@,L (-3),jaylen brown
903,0.0,2.0,0.667,3.0,3.0,0.0,4.0,10/18/17,6.0,0.545,11.0,4.0,0.8,5.0,2.0,1,13.9,28:09:00,1.0,MIL,6.0,18.0,2,0.0,0.0,5.0,,L (-8),jaylen brown
904,15.0,1.0,0.25,4.0,0.0,0.0,8.0,10/20/17,4.0,0.308,13.0,0.0,0.0,3.0,3.0,1,3.9,36:56:00,0.0,PHI,2.0,9.0,3,2.0,0.0,8.0,@,W (+10),jaylen brown
905,11.0,3.0,0.5,6.0,0.0,1.0,4.0,10/24/17,9.0,0.563,16.0,2.0,0.667,3.0,4.0,1,16.3,32:07:00,0.0,NYK,4.0,23.0,4,1.0,0.0,4.0,,W (+21),jaylen brown
906,5.0,2.0,0.33299999999999996,6.0,0.0,1.0,6.0,10/26/17,2.0,0.2,10.0,3.0,0.5,6.0,5.0,1,5.8,34:17:00,3.0,MIL,1.0,9.0,5,1.0,1.0,9.0,@,W (+7),jaylen brown
907,16.0,0.0,0.0,2.0,1.0,0.0,4.0,10/28/17,1.0,0.14300000000000002,7.0,4.0,0.667,6.0,6.0,1,-1.5,31:48:00,1.0,MIA,2.0,6.0,6,0.0,4.0,5.0,@,W (+6),jaylen brown
908,19.0,1.0,0.33299999999999996,3.0,2.0,0.0,4.0,10/30/17,6.0,0.545,11.0,5.0,1.0,5.0,7.0,1,13.5,30:09:00,0.0,SAS,2.0,18.0,7,1.0,2.0,4.0,,W (+14),jaylen brown
909,16.0,5.0,0.833,6.0,1.0,0.0,6.0,11/1/17,7.0,0.875,8.0,3.0,0.6,5.0,8.0,1,19.1,24:41:00,0.0,SAC,2.0,22.0,8,0.0,1.0,6.0,,W (+27),jaylen brown
910,4.0,1.0,0.33299999999999996,3.0,1.0,0.0,9.0,11/3/17,3.0,0.375,8.0,3.0,0.375,8.0,9.0,1,9.7,30:38:00,3.0,OKC,1.0,10.0,9,1.0,0.0,12.0,@,W (+7),jaylen brown
911,1.0,3.0,0.6,5.0,1.0,0.0,5.0,11/5/17,7.0,0.5379999999999999,13.0,1.0,0.33299999999999996,3.0,10.0,1,12.7,27:58:00,2.0,ORL,2.0,18.0,10,2.0,3.0,7.0,@,W (+16),jaylen brown
912,-2.0,1.0,0.2,5.0,1.0,0.0,3.0,11/6/17,4.0,0.4,10.0,2.0,1.0,2.0,11.0,1,4.3,30:35:00,1.0,ATL,4.0,11.0,11,0.0,2.0,4.0,@,W (+3),jaylen brown
913,11.0,0.0,0.0,3.0,2.0,0.0,9.0,11/8/17,3.0,0.273,11.0,3.0,0.75,4.0,12.0,1,6.2,32:51:00,2.0,LAL,1.0,9.0,12,1.0,2.0,11.0,,W (+11),jaylen brown
914,9.0,1.0,0.2,5.0,0.0,1.0,11.0,11/10/17,3.0,0.214,14.0,3.0,0.75,4.0,13.0,1,4.2,35:34:00,2.0,CHO,3.0,10.0,13,1.0,2.0,13.0,,W (+3),jaylen brown
915,6.0,2.0,0.667,3.0,3.0,0.0,0.0,11/12/17,8.0,0.5329999999999999,15.0,0.0,,0.0,14.0,1,13.7,32:35:00,3.0,TOR,3.0,18.0,14,2.0,2.0,3.0,,W (+1),jaylen brown
916,24.0,1.0,0.25,4.0,3.0,0.0,4.0,11/14/17,5.0,0.556,9.0,3.0,0.75,4.0,15.0,1,12.8,31:27:00,0.0,BRK,2.0,14.0,15,3.0,2.0,4.0,@,W (+7),jaylen brown
917,8.0,3.0,0.375,8.0,0.0,2.0,4.0,11/16/17,7.0,0.389,18.0,5.0,0.833,6.0,16.0,1,17.3,34:06:00,3.0,GSW,3.0,22.0,16,2.0,0.0,7.0,,W (+4),jaylen brown
918,8.0,4.0,0.667,6.0,0.0,0.0,4.0,11/18/17,10.0,0.769,13.0,3.0,0.429,7.0,17.0,1,19.9,35:29:00,0.0,ATL,4.0,27.0,17,1.0,1.0,4.0,@,W (+11),jaylen brown
919,6.0,3.0,0.5,6.0,0.0,0.0,9.0,11/20/17,8.0,0.615,13.0,3.0,0.5,6.0,18.0,1,14.8,37:06:00,0.0,DAL,2.0,22.0,18,1.0,3.0,9.0,@,W (+8),jaylen brown
920,2.0,2.0,0.667,3.0,1.0,0.0,3.0,11/22/17,6.0,0.6,10.0,0.0,,0.0,19.0,1,6.6,30:58:00,0.0,MIA,6.0,14.0,19,1.0,3.0,3.0,@,L (-6),jaylen brown
921,20.0,2.0,0.5,4.0,4.0,1.0,2.0,11/24/17,5.0,0.35700000000000004,14.0,1.0,0.5,2.0,20.0,1,10.1,27:34:00,0.0,ORL,2.0,13.0,20,2.0,0.0,2.0,,W (+15),jaylen brown
922,,,,,,,,11/25/17,,,,,,,,Inactive,,,,IND,,,21,,,,@,W (+10),jaylen brown
923,-14.0,1.0,0.33299999999999996,3.0,1.0,0.0,6.0,11/27/17,4.0,0.4,10.0,0.0,0.0,2.0,21.0,1,4.5,32:34:00,0.0,DET,2.0,9.0,22,0.0,0.0,6.0,,L (-10),jaylen brown
924,-9.0,0.0,0.0,3.0,2.0,0.0,1.0,11/30/17,1.0,0.16699999999999998,6.0,0.0,,0.0,22.0,1,-3.3,21:37,2.0,PHI,4.0,2.0,23,1.0,4.0,3.0,,W (+11),jaylen brown
925,-8.0,3.0,0.6,5.0,2.0,1.0,0.0,12/2/17,4.0,0.5,8.0,6.0,0.75,8.0,23.0,1,14.1,32:18:00,0.0,PHO,3.0,17.0,24,2.0,1.0,0.0,,W (+5),jaylen brown
926,6.0,0.0,0.0,2.0,2.0,0.0,4.0,12/4/17,4.0,0.444,9.0,0.0,,0.0,24.0,1,5.8,22:58,3.0,MIL,3.0,8.0,25,0.0,1.0,7.0,,W (+11),jaylen brown
927,,,,,,,,12/6/17,,,,,,,,Inactive,,,,DAL,,,26,,,,,W (+7),jaylen brown
928,14.0,1.0,0.33299999999999996,3.0,2.0,0.0,4.0,12/8/17,7.0,0.7,10.0,0.0,0.0,2.0,25.0,1,10.9,30:41:00,1.0,SAS,1.0,15.0,27,1.0,3.0,5.0,@,L (-3),jaylen brown
929,16.0,0.0,0.0,2.0,1.0,0.0,3.0,12/10/17,5.0,0.455,11.0,2.0,0.667,3.0,26.0,1,4.7,30:31:00,0.0,DET,2.0,12.0,28,0.0,2.0,3.0,@,W (+10),jaylen brown
930,-8.0,3.0,0.429,7.0,1.0,0.0,7.0,12/11/17,5.0,0.41700000000000004,12.0,0.0,,0.0,27.0,1,6.3,28:36:00,1.0,CHI,2.0,13.0,29,0.0,3.0,8.0,@,L (-23),jaylen brown
931,-5.0,3.0,0.75,4.0,1.0,1.0,3.0,12/13/17,9.0,0.75,12.0,5.0,0.833,6.0,28.0,1,23.7,32:52:00,2.0,DEN,2.0,26.0,30,3.0,3.0,5.0,,W (+6),jaylen brown
932,1.0,0.0,0.0,3.0,0.0,2.0,6.0,12/15/17,3.0,0.375,8.0,0.0,0.0,1.0,29.0,1,4.8,32:02:00,0.0,UTA,4.0,6.0,31,4.0,2.0,6.0,,L (-12),jaylen brown
933,4.0,2.0,0.33299999999999996,6.0,0.0,1.0,4.0,12/16/17,3.0,0.33299999999999996,9.0,1.0,1.0,1.0,30.0,1,4.0,33:14:00,2.0,MEM,3.0,9.0,32,1.0,3.0,6.0,@,W (+9),jaylen brown
934,5.0,2.0,0.5,4.0,1.0,0.0,1.0,12/18/17,5.0,0.556,9.0,1.0,0.2,5.0,31.0,1,7.1,27:19:00,2.0,IND,6.0,13.0,33,1.0,1.0,3.0,@,W (+1),jaylen brown
935,9.0,3.0,0.6,5.0,1.0,2.0,4.0,12/20/17,6.0,0.6,10.0,1.0,0.5,2.0,32.0,1,12.1,31:30:00,0.0,MIA,3.0,16.0,34,1.0,2.0,4.0,,L (-1),jaylen brown
936,,,,,,,,12/21/17,,,,,,,,Did Not Dress,,,,NYK,,,35,,,,@,L (-9),jaylen brown
937,28.0,4.0,0.667,6.0,3.0,0.0,5.0,12/23/17,7.0,0.7,10.0,2.0,0.5,4.0,33.0,1,17.4,27:07:00,0.0,CHI,3.0,20.0,36,1.0,1.0,5.0,,W (+25),jaylen brown
938,-11.0,0.0,0.0,5.0,0.0,0.0,9.0,12/25/17,3.0,0.33299999999999996,9.0,2.0,0.4,5.0,34.0,1,1.8,31:46:00,0.0,WAS,4.0,8.0,37,0.0,1.0,9.0,,L (-8),jaylen brown
939,,,,,,,,12/27/17,,,,,,,,Inactive,,,,CHO,,,38,,,,@,W (+11),jaylen brown
940,,,,,,,,12/28/17,,,,,,,,Inactive,,,,HOU,,,39,,,,,W (+1),jaylen brown
941,0.0,3.0,0.6,5.0,2.0,2.0,2.0,12/31/17,5.0,0.5,10.0,0.0,0.0,2.0,35.0,1,9.5,34:32:00,1.0,BRK,2.0,13.0,40,1.0,2.0,3.0,,W (+3),jaylen brown
942,12.0,1.0,0.16699999999999998,6.0,4.0,0.0,7.0,1/3/18,5.0,0.385,13.0,3.0,1.0,3.0,36.0,1,12.7,29:28:00,1.0,CLE,2.0,14.0,41,2.0,1.0,8.0,,W (+14),jaylen brown
943,3.0,1.0,0.16699999999999998,6.0,1.0,2.0,3.0,1/5/18,4.0,0.267,15.0,2.0,1.0,2.0,37.0,1,3.5,32:46:00,2.0,MIN,5.0,11.0,42,0.0,1.0,5.0,,W (+7),jaylen brown
944,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1/6/18,2.0,0.25,8.0,0.0,0.0,4.0,38.0,1,0.2,34:58:00,1.0,BRK,0.0,4.0,43,0.0,0.0,5.0,@,W (+2),jaylen brown
945,34.0,2.0,0.5,4.0,2.0,0.0,1.0,1/11/18,8.0,0.5329999999999999,15.0,3.0,0.6,5.0,39.0,1,16.9,31:44:00,3.0,PHI,2.0,21.0,44,3.0,2.0,4.0,@,W (+11),jaylen brown
946,7.0,2.0,0.28600000000000003,7.0,5.0,0.0,3.0,1/16/18,7.0,0.5,14.0,0.0,0.0,1.0,40.0,1,10.9,31:55:00,1.0,NOP,2.0,16.0,45,1.0,3.0,4.0,,L (-3),jaylen brown
947,-9.0,2.0,0.28600000000000003,7.0,4.0,0.0,3.0,1/18/18,4.0,0.33299999999999996,12.0,2.0,0.667,3.0,41.0,1,6.9,33:55:00,0.0,PHI,4.0,12.0,46,1.0,1.0,3.0,,L (-9),jaylen brown
948,2.0,1.0,0.33299999999999996,3.0,1.0,1.0,6.0,1/21/18,7.0,0.583,12.0,2.0,1.0,2.0,42.0,1,10.1,36:45:00,1.0,ORL,3.0,17.0,47,0.0,4.0,7.0,,L (-8),jaylen brown
949,-1.0,1.0,0.2,5.0,2.0,0.0,2.0,1/23/18,4.0,0.364,11.0,0.0,,0.0,43.0,1,5.1,25:39:00,0.0,LAL,2.0,9.0,48,1.0,0.0,2.0,@,L (-1),jaylen brown
950,6.0,0.0,0.0,3.0,2.0,0.0,6.0,1/24/18,2.0,0.2,10.0,5.0,0.833,6.0,44.0,1,3.4,28:29:00,2.0,LAC,4.0,9.0,49,2.0,4.0,8.0,@,W (+11),jaylen brown
951,-8.0,3.0,0.75,4.0,0.0,0.0,2.0,1/27/18,6.0,0.667,9.0,5.0,0.833,6.0,45.0,1,13.1,34:32:00,0.0,GSW,3.0,20.0,50,0.0,2.0,2.0,@,L (-4),jaylen brown
952,-13.0,1.0,0.2,5.0,2.0,0.0,5.0,1/29/18,4.0,0.364,11.0,0.0,,0.0,46.0,1,4.3,33:52:00,1.0,DEN,3.0,9.0,51,0.0,1.0,6.0,@,W (+1),jaylen brown
953,10.0,1.0,0.33299999999999996,3.0,3.0,0.0,4.0,1/31/18,6.0,0.429,14.0,1.0,0.5,2.0,47.0,1,9.1,27:53:00,0.0,NYK,1.0,14.0,52,0.0,0.0,4.0,,W (+30),jaylen brown
954,3.0,3.0,0.6,5.0,4.0,0.0,2.0,2/2/18,7.0,0.5,14.0,2.0,1.0,2.0,48.0,1,10.7,33:27:00,1.0,ATL,6.0,19.0,53,0.0,3.0,3.0,,W (+9),jaylen brown
955,4.0,4.0,0.5710000000000001,7.0,4.0,0.0,6.0,2/4/18,6.0,0.4,15.0,0.0,,0.0,49.0,1,11.7,34:16:00,0.0,POR,2.0,16.0,54,1.0,1.0,6.0,,W (+1),jaylen brown
956,-14.0,1.0,1.0,1.0,2.0,1.0,6.0,2/6/18,4.0,0.8,5.0,2.0,0.5,4.0,50.0,1,6.6,27:06:00,0.0,TOR,4.0,11.0,55,0.0,4.0,6.0,@,L (-20),jaylen brown
957,6.0,3.0,0.375,8.0,3.0,1.0,4.0,2/8/18,7.0,0.43799999999999994,16.0,1.0,0.5,2.0,51.0,1,11.0,37:33:00,0.0,WAS,3.0,18.0,56,1.0,2.0,4.0,@,W (+6),jaylen brown
958,4.0,2.0,0.28600000000000003,7.0,1.0,0.0,1.0,2/9/18,7.0,0.5379999999999999,13.0,0.0,0.0,2.0,52.0,1,8.1,28:23:00,0.0,IND,2.0,16.0,57,1.0,2.0,1.0,,L (-6),jaylen brown
959,-15.0,0.0,0.0,5.0,1.0,0.0,6.0,2/11/18,2.0,0.222,9.0,1.0,0.5,2.0,53.0,1,0.5,32:20:00,1.0,CLE,2.0,5.0,58,0.0,1.0,7.0,,L (-22),jaylen brown
960,4.0,2.0,0.4,5.0,1.0,0.0,5.0,2/14/18,4.0,0.33299999999999996,12.0,2.0,1.0,2.0,54.0,1,6.9,35:35:00,3.0,LAC,4.0,12.0,59,1.0,2.0,8.0,,L (-10),jaylen brown
961,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2/23/18,2.0,0.25,8.0,4.0,1.0,4.0,55.0,1,7.2,24:09:00,1.0,DET,1.0,8.0,60,1.0,0.0,3.0,@,W (+12),jaylen brown
962,12.0,2.0,0.4,5.0,1.0,0.0,3.0,2/24/18,10.0,0.556,18.0,2.0,0.667,3.0,56.0,1,16.6,29:21:00,0.0,NYK,0.0,24.0,61,0.0,0.0,3.0,@,W (+9),jaylen brown
963,-5.0,2.0,0.33299999999999996,6.0,3.0,1.0,1.0,2/26/18,4.0,0.364,11.0,3.0,0.75,4.0,57.0,1,11.3,25:43:00,3.0,MEM,1.0,13.0,62,0.0,0.0,4.0,,W (+11),jaylen brown
964,28.0,0.0,0.0,1.0,4.0,0.0,5.0,2/28/18,4.0,0.5710000000000001,7.0,7.0,1.0,7.0,58.0,1,16.2,23:01,0.0,CHO,2.0,15.0,63,1.0,0.0,5.0,,W (+28),jaylen brown
965,-10.0,1.0,0.5,2.0,1.0,0.0,1.0,3/3/18,4.0,0.5,8.0,0.0,,0.0,59.0,1,4.1,23:42,1.0,HOU,4.0,9.0,64,1.0,2.0,2.0,@,L (-3),jaylen brown
966,29.0,1.0,0.25,4.0,3.0,0.0,4.0,3/5/18,9.0,0.6920000000000001,13.0,2.0,1.0,2.0,60.0,1,15.8,28:10:00,0.0,CHI,0.0,21.0,65,0.0,3.0,4.0,@,W (+16),jaylen brown
967,12.0,1.0,0.5,2.0,0.0,0.0,2.0,3/8/18,4.0,0.4,10.0,5.0,1.0,5.0,61.0,1,11.3,28:09:00,3.0,MIN,0.0,14.0,66,0.0,0.0,5.0,@,W (+8),jaylen brown
968,,,,,,,,3/11/18,,,,,,,,Inactive,,,,IND,,,67,,,,,L (-2),jaylen brown
969,,,,,,,,3/14/18,,,,,,,,Inactive,,,,WAS,,,68,,,,,L (-1),jaylen brown
970,,,,,,,,3/16/18,,,,,,,,Inactive,,,,ORL,,,69,,,,@,W (+9),jaylen brown
971,,,,,,,,3/18/18,,,,,,,,Inactive,,,,NOP,,,70,,,,@,L (-19),jaylen brown
972,,,,,,,,3/20/18,,,,,,,,Inactive,,,,OKC,,,71,,,,,W (+1),jaylen brown
973,,,,,,,,3/23/18,,,,,,,,Inactive,,,,POR,,,72,,,,@,W (+5),jaylen brown
974,24.0,1.0,0.33299999999999996,3.0,1.0,1.0,2.0,3/25/18,6.0,0.6,10.0,6.0,1.0,6.0,62.0,1,12.2,25:11:00,0.0,SAC,3.0,19.0,73,1.0,4.0,2.0,@,W (+11),jaylen brown
975,5.0,1.0,1.0,1.0,3.0,0.0,4.0,3/26/18,3.0,0.273,11.0,0.0,,0.0,63.0,1,2.1,25:01:00,1.0,PHO,1.0,7.0,74,2.0,4.0,5.0,@,W (+8),jaylen brown
976,5.0,3.0,1.0,3.0,3.0,0.0,2.0,3/28/18,6.0,0.6,10.0,6.0,0.75,8.0,64.0,1,17.2,30:09:00,3.0,UTA,3.0,21.0,75,2.0,4.0,5.0,@,W (+3),jaylen brown
977,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3/31/18,2.0,0.25,8.0,0.0,,0.0,65.0,1,1.6,30:11:00,0.0,TOR,3.0,4.0,76,2.0,0.0,3.0,,W (+11),jaylen brown
978,0.0,1.0,0.33299999999999996,3.0,2.0,1.0,3.0,4/3/18,9.0,0.6,15.0,5.0,0.7140000000000001,7.0,66.0,1,18.2,36:05:00,1.0,MIL,2.0,24.0,77,2.0,3.0,4.0,@,L (-4),jaylen brown
979,-9.0,1.0,0.5,2.0,0.0,0.0,2.0,4/4/18,4.0,0.444,9.0,0.0,0.0,1.0,67.0,1,1.9,28:07:00,0.0,TOR,4.0,9.0,78,1.0,2.0,2.0,@,L (-18),jaylen brown
980,9.0,7.0,0.7,10.0,2.0,0.0,4.0,4/6/18,11.0,0.579,19.0,3.0,0.6,5.0,68.0,1,20.5,29:38:00,0.0,CHI,1.0,32.0,79,0.0,4.0,4.0,,W (+7),jaylen brown
981,7.0,0.0,0.0,2.0,2.0,1.0,2.0,4/8/18,5.0,0.5,10.0,2.0,0.4,5.0,69.0,1,8.5,28:28:00,0.0,ATL,0.0,12.0,80,1.0,1.0,2.0,,L (-6),jaylen brown
982,-8.0,6.0,0.6,10.0,2.0,0.0,1.0,4/10/18,8.0,0.444,18.0,5.0,0.833,6.0,70.0,1,17.5,31:59:00,0.0,WAS,1.0,27.0,81,2.0,3.0,1.0,@,L (-12),jaylen brown
983,,,,,,,,4/11/18,,,,,,,,Did Not Play,,,,BRK,,,82,,,,,W (+13),jaylen brown
984,6.0,1.0,0.5,2.0,3.0,0.0,6.0,10/17/17,5.0,0.41700000000000004,12.0,3.0,1.0,3.0,1.0,1,11.7,36:32:00,4.0,CLE,4.0,14.0,1,0.0,1.0,10.0,@,L (-3),jayson tatum
985,-15.0,0.0,0.0,1.0,2.0,0.0,7.0,10/18/17,3.0,0.429,7.0,2.0,0.4,5.0,2.0,1,5.8,36:32:00,2.0,MIL,3.0,8.0,2,1.0,2.0,9.0,,L (-8),jayson tatum
986,-4.0,0.0,0.0,2.0,0.0,3.0,6.0,10/20/17,3.0,0.375,8.0,9.0,1.0,9.0,3.0,1,11.7,32:45:00,2.0,PHI,3.0,15.0,3,0.0,3.0,8.0,@,W (+10),jayson tatum
987,10.0,4.0,0.667,6.0,2.0,2.0,3.0,10/24/17,9.0,0.6,15.0,0.0,,0.0,4.0,1,18.9,31:08:00,1.0,NYK,4.0,22.0,4,4.0,3.0,4.0,,W (+21),jayson tatum
988,8.0,1.0,0.33299999999999996,3.0,3.0,0.0,2.0,10/26/17,3.0,0.5,6.0,5.0,1.0,5.0,5.0,1,10.3,27:49:00,0.0,MIL,1.0,12.0,5,1.0,2.0,2.0,@,W (+7),jayson tatum
989,2.0,2.0,1.0,2.0,0.0,0.0,3.0,10/28/17,6.0,0.667,9.0,6.0,0.857,7.0,6.0,1,17.6,31:28:00,2.0,MIA,1.0,20.0,6,0.0,0.0,5.0,@,W (+6),jayson tatum
990,10.0,2.0,0.5,4.0,2.0,3.0,11.0,10/30/17,2.0,0.28600000000000003,7.0,1.0,0.5,2.0,7.0,1,6.1,35:18:00,0.0,SAS,3.0,7.0,7,0.0,2.0,11.0,,W (+14),jayson tatum
991,23.0,1.0,0.5,2.0,2.0,0.0,3.0,11/1/17,4.0,0.5710000000000001,7.0,3.0,0.75,4.0,8.0,1,8.9,26:25:00,1.0,SAC,1.0,12.0,8,0.0,2.0,4.0,,W (+27),jayson tatum
992,4.0,2.0,0.667,3.0,3.0,0.0,4.0,11/3/17,4.0,0.4,10.0,3.0,0.75,4.0,9.0,1,7.5,29:48:00,2.0,OKC,1.0,13.0,9,0.0,4.0,6.0,@,W (+7),jayson tatum
993,6.0,2.0,0.5,4.0,3.0,0.0,4.0,11/5/17,5.0,0.625,8.0,1.0,0.5,2.0,10.0,1,11.7,27:19:00,0.0,ORL,4.0,13.0,10,1.0,0.0,4.0,@,W (+16),jayson tatum
994,15.0,3.0,0.6,5.0,1.0,2.0,8.0,11/6/17,7.0,0.5379999999999999,13.0,4.0,1.0,4.0,11.0,1,19.8,32:27:00,0.0,ATL,1.0,21.0,11,1.0,0.0,8.0,@,W (+3),jayson tatum
995,-1.0,0.0,,0.0,1.0,1.0,1.0,11/8/17,1.0,0.5,2.0,3.0,1.0,3.0,12.0,1,5.3,9:21,0.0,LAL,1.0,5.0,12,1.0,1.0,1.0,,W (+11),jayson tatum
996,5.0,1.0,0.25,4.0,1.0,0.0,2.0,11/10/17,6.0,0.5,12.0,3.0,0.75,4.0,13.0,1,7.3,30:44:00,0.0,CHO,4.0,16.0,13,0.0,2.0,2.0,,W (+3),jayson tatum
997,2.0,1.0,0.25,4.0,0.0,0.0,6.0,11/12/17,6.0,0.4,15.0,0.0,,0.0,14.0,1,4.2,32:59:00,1.0,TOR,3.0,13.0,14,0.0,2.0,7.0,,W (+1),jayson tatum
998,5.0,2.0,0.667,3.0,0.0,1.0,3.0,11/14/17,6.0,0.667,9.0,5.0,0.833,6.0,15.0,1,18.6,30:17:00,1.0,BRK,1.0,19.0,15,3.0,1.0,4.0,@,W (+7),jayson tatum
999,-18.0,0.0,,0.0,0.0,0.0,3.0,11/16/17,2.0,0.4,5.0,8.0,0.889,9.0,16.0,1,9.3,27:04:00,1.0,GSW,3.0,12.0,16,1.0,1.0,4.0,,W (+4),jayson tatum
1000,-4.0,1.0,0.33299999999999996,3.0,0.0,2.0,7.0,11/18/17,5.0,0.455,11.0,3.0,1.0,3.0,17.0,1,13.6,28:47:00,0.0,ATL,3.0,14.0,17,4.0,1.0,7.0,@,W (+11),jayson tatum
1001,15.0,0.0,0.0,2.0,1.0,1.0,9.0,11/20/17,6.0,0.545,11.0,3.0,0.75,4.0,18.0,1,12.2,37:49:00,0.0,DAL,3.0,15.0,18,1.0,1.0,9.0,@,W (+8),jayson tatum
1002,4.0,3.0,0.75,4.0,4.0,1.0,6.0,11/22/17,5.0,0.455,11.0,5.0,1.0,5.0,19.0,1,17.9,34:05:00,1.0,MIA,1.0,18.0,19,1.0,1.0,7.0,@,L (-6),jayson tatum
1003,13.0,3.0,0.75,4.0,0.0,2.0,1.0,11/24/17,4.0,0.5710000000000001,7.0,0.0,,0.0,20.0,1,10.7,21:54,1.0,ORL,1.0,11.0,20,1.0,0.0,2.0,,W (+15),jayson tatum
1004,12.0,1.0,0.2,5.0,0.0,0.0,2.0,11/25/17,4.0,0.4,10.0,2.0,0.667,3.0,21.0,1,3.6,37:38:00,0.0,IND,3.0,11.0,21,0.0,1.0,2.0,@,W (+10),jayson tatum
1005,-13.0,2.0,0.5,4.0,4.0,1.0,2.0,11/27/17,3.0,0.429,7.0,2.0,1.0,2.0,22.0,1,8.1,34:44:00,1.0,DET,5.0,10.0,22,0.0,1.0,3.0,,L (-10),jayson tatum
1006,7.0,2.0,0.667,3.0,2.0,0.0,2.0,11/30/17,6.0,0.545,11.0,1.0,0.33299999999999996,3.0,23.0,1,12.5,27:52:00,0.0,PHI,1.0,15.0,23,2.0,0.0,2.0,,W (+11),jayson tatum
1007,8.0,1.0,1.0,1.0,2.0,2.0,5.0,12/2/17,6.0,0.75,8.0,2.0,1.0,2.0,24.0,1,17.0,26:30:00,1.0,PHO,2.0,15.0,24,2.0,1.0,6.0,,W (+5),jayson tatum
1008,8.0,4.0,0.8,5.0,0.0,0.0,6.0,12/4/17,5.0,0.833,6.0,3.0,0.75,4.0,25.0,1,14.8,32:35:00,0.0,MIL,1.0,17.0,25,0.0,1.0,6.0,,W (+11),jayson tatum
1009,16.0,2.0,0.667,3.0,0.0,0.0,9.0,12/6/17,5.0,0.455,11.0,5.0,0.833,6.0,26.0,1,14.5,32:49:00,1.0,DAL,2.0,17.0,26,1.0,0.0,10.0,,W (+7),jayson tatum
1010,-7.0,2.0,0.5,4.0,0.0,0.0,8.0,12/8/17,6.0,0.545,11.0,6.0,1.0,6.0,27.0,1,19.1,35:54:00,0.0,SAS,0.0,20.0,27,2.0,0.0,8.0,@,L (-3),jayson tatum
1011,12.0,3.0,0.6,5.0,0.0,1.0,4.0,12/10/17,4.0,0.5710000000000001,7.0,0.0,,0.0,28.0,1,8.2,29:49:00,0.0,DET,1.0,11.0,28,0.0,1.0,4.0,@,W (+10),jayson tatum
1012,-3.0,0.0,0.0,4.0,1.0,1.0,9.0,12/11/17,1.0,0.14300000000000002,7.0,2.0,0.5,4.0,29.0,1,3.3,29:05:00,1.0,CHI,3.0,4.0,29,1.0,0.0,10.0,@,L (-23),jayson tatum
1013,4.0,1.0,1.0,1.0,2.0,1.0,4.0,12/13/17,6.0,0.667,9.0,2.0,0.667,3.0,30.0,1,12.6,27:55:00,0.0,DEN,1.0,15.0,30,0.0,1.0,4.0,,W (+6),jayson tatum
1014,-7.0,1.0,0.33299999999999996,3.0,2.0,0.0,4.0,12/15/17,1.0,0.16699999999999998,6.0,4.0,1.0,4.0,31.0,1,3.2,26:00:00,0.0,UTA,4.0,7.0,31,0.0,1.0,4.0,,L (-12),jayson tatum
1015,21.0,2.0,1.0,2.0,1.0,2.0,4.0,12/16/17,7.0,0.5379999999999999,13.0,3.0,1.0,3.0,32.0,1,21.8,34:00:00,6.0,MEM,1.0,19.0,32,2.0,0.0,10.0,@,W (+9),jayson tatum
