,+/-,3P,3P%,3PA,AST,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Unnamed: 5,Unnamed: 7,player
1381,-6.0,3.0,0.3,10.0,1.0,0.0,6.0,3/19/18,10.0,0.556,18.0,4.0,0.8,5.0,68.0,1,20.1,36:52:00,2.0,IND,2.0,27.0,70,0.0,1.0,8.0,@,L (-10),kyle kuzma
1382,-12.0,4.0,0.667,6.0,2.0,0.0,5.0,3/22/18,5.0,0.455,11.0,8.0,0.889,9.0,69.0,1,18.4,42:47:00,0.0,NOP,1.0,22.0,71,1.0,1.0,5.0,@,L (-3),kyle kuzma
1383,7.0,4.0,0.4,10.0,3.0,1.0,9.0,3/24/18,9.0,0.429,21.0,3.0,1.0,3.0,70.0,1,18.3,41:21:00,1.0,MEM,2.0,25.0,72,1.0,2.0,10.0,@,W (+7),kyle kuzma
1384,-9.0,2.0,0.33299999999999996,6.0,1.0,0.0,11.0,3/26/18,8.0,0.5329999999999999,15.0,2.0,0.667,3.0,71.0,1,12.9,40:52:00,0.0,DET,1.0,20.0,73,0.0,3.0,11.0,@,L (-6),kyle kuzma
1385,23.0,3.0,0.3,10.0,3.0,1.0,4.0,3/28/18,7.0,0.5,14.0,1.0,0.25,4.0,72.0,0,11.0,34:09:00,0.0,DAL,2.0,18.0,74,0.0,2.0,4.0,,W (+10),kyle kuzma
1386,-5.0,2.0,0.222,9.0,6.0,0.0,9.0,3/30/18,11.0,0.55,20.0,3.0,1.0,3.0,73.0,1,23.8,46:10:00,3.0,MIL,4.0,27.0,75,2.0,3.0,12.0,,L (-2),kyle kuzma
1387,-2.0,3.0,0.33299999999999996,9.0,2.0,0.0,4.0,4/1/18,5.0,0.313,16.0,0.0,,0.0,74.0,1,5.1,39:00:00,1.0,SAC,0.0,13.0,76,1.0,3.0,5.0,,L (-1),kyle kuzma
1388,-13.0,1.0,0.25,4.0,1.0,0.0,6.0,4/3/18,9.0,0.5,18.0,7.0,0.583,12.0,75.0,1,12.9,36:28:00,0.0,UTA,4.0,26.0,77,1.0,4.0,6.0,@,L (-7),kyle kuzma
1389,1.0,5.0,0.556,9.0,1.0,0.0,4.0,4/4/18,11.0,0.478,23.0,3.0,0.75,4.0,76.0,1,18.1,43:19:00,1.0,SAS,1.0,30.0,78,1.0,3.0,5.0,,W (+10),kyle kuzma
1390,-2.0,0.0,0.0,2.0,0.0,1.0,3.0,4/6/18,1.0,0.16699999999999998,6.0,0.0,,0.0,77.0,1,-5.0,18:17,0.0,MIN,2.0,2.0,79,0.0,4.0,3.0,,L (-17),kyle kuzma
1391,,,,,,,,4/8/18,,,,,,,,Inactive,,,,UTA,,,80,,,,,L (-15),kyle kuzma
1392,,,,,,,,4/10/18,,,,,,,,Inactive,,,,HOU,,,81,,,,,L (-6),kyle kuzma
1393,,,,,,,,4/11/18,,,,,,,,Inactive,,,,LAC,,,82,,,,@,W (+15),kyle kuzma
1394,-2.0,2.0,0.33299999999999996,6.0,0.0,1.0,6.0,10/19/17,5.0,0.41700000000000004,12.0,5.0,0.833,6.0,1.0,1,10.3,33:27:00,2.0,TOR,2.0,17.0,1,0.0,3.0,8.0,@,L (-17),lauri markkanen
1395,-5.0,3.0,0.375,8.0,0.0,0.0,12.0,10/21/17,5.0,0.35700000000000004,14.0,0.0,0.0,1.0,2.0,1,5.2,37:02:00,0.0,SAS,3.0,13.0,2,1.0,3.0,12.0,,L (-10),lauri markkanen
1396,0.0,5.0,0.625,8.0,0.0,1.0,6.0,10/24/17,7.0,0.583,12.0,0.0,,0.0,3.0,1,14.9,31:57:00,2.0,CLE,1.0,19.0,3,0.0,2.0,8.0,@,L (-7),lauri markkanen
1397,4.0,2.0,0.25,8.0,1.0,0.0,11.0,10/26/17,5.0,0.385,13.0,2.0,0.667,3.0,4.0,1,8.4,30:40:00,1.0,ATL,2.0,14.0,4,0.0,2.0,12.0,,W (+5),lauri markkanen
1398,-17.0,3.0,0.5,6.0,1.0,1.0,5.0,10/28/17,3.0,0.429,7.0,6.0,1.0,6.0,5.0,1,15.9,27:54:00,3.0,OKC,1.0,15.0,5,0.0,0.0,8.0,,L (-32),lauri markkanen
1399,7.0,2.0,0.28600000000000003,7.0,1.0,0.0,7.0,11/1/17,9.0,0.5,18.0,5.0,0.7140000000000001,7.0,6.0,1,20.7,34:17:00,1.0,MIA,0.0,25.0,6,2.0,0.0,8.0,@,L (-6),lauri markkanen
1400,12.0,3.0,0.75,4.0,3.0,0.0,7.0,11/3/17,5.0,0.5,10.0,0.0,,0.0,7.0,1,11.2,28:38:00,2.0,ORL,1.0,13.0,7,0.0,2.0,9.0,@,W (+22),lauri markkanen
1401,-3.0,2.0,0.182,11.0,4.0,1.0,6.0,11/4/17,5.0,0.313,16.0,2.0,1.0,2.0,8.0,1,9.0,39:35:00,1.0,NOP,2.0,14.0,8,0.0,1.0,7.0,,L (-6),lauri markkanen
1402,-7.0,2.0,0.4,5.0,1.0,1.0,2.0,11/7/17,3.0,0.5,6.0,4.0,1.0,4.0,9.0,1,9.2,29:22:00,0.0,TOR,2.0,12.0,9,0.0,1.0,2.0,@,L (-5),lauri markkanen
1403,-15.0,2.0,0.222,9.0,3.0,1.0,10.0,11/10/17,5.0,0.35700000000000004,14.0,0.0,,0.0,10.0,1,12.0,28:20:00,0.0,IND,0.0,12.0,10,2.0,0.0,10.0,,L (-18),lauri markkanen
1404,-8.0,0.0,0.0,2.0,2.0,1.0,2.0,11/11/17,3.0,0.6,5.0,0.0,,0.0,11.0,1,4.0,15:14,0.0,SAS,1.0,6.0,11,0.0,2.0,2.0,@,L (-39),lauri markkanen
1405,-8.0,3.0,0.5,6.0,2.0,1.0,6.0,11/15/17,6.0,0.462,13.0,1.0,1.0,1.0,12.0,1,13.6,32:02:00,0.0,OKC,4.0,16.0,12,2.0,0.0,6.0,@,L (-13),lauri markkanen
1406,8.0,3.0,0.375,8.0,3.0,0.0,7.0,11/17/17,5.0,0.455,11.0,3.0,0.75,4.0,13.0,1,14.7,30:49:00,0.0,CHO,1.0,16.0,13,2.0,1.0,7.0,,W (+3),lauri markkanen
1407,-2.0,4.0,0.4,10.0,2.0,0.0,11.0,11/19/17,10.0,0.526,19.0,2.0,0.667,3.0,14.0,1,18.2,33:39:00,2.0,PHO,3.0,26.0,14,0.0,3.0,13.0,@,L (-8),lauri markkanen
1408,-10.0,2.0,0.222,9.0,1.0,1.0,10.0,11/21/17,4.0,0.235,17.0,3.0,0.75,4.0,15.0,1,5.1,31:01:00,4.0,LAL,1.0,13.0,15,0.0,4.0,14.0,@,L (-9),lauri markkanen
1409,-14.0,0.0,0.0,4.0,0.0,0.0,5.0,11/22/17,1.0,0.111,9.0,1.0,0.5,2.0,16.0,1,-2.2,23:54,2.0,UTA,2.0,3.0,16,0.0,1.0,7.0,@,L (-30),lauri markkanen
1410,-37.0,3.0,0.375,8.0,0.0,1.0,5.0,11/24/17,4.0,0.25,16.0,3.0,1.0,3.0,17.0,1,6.9,27:11:00,1.0,GSW,1.0,14.0,17,1.0,1.0,6.0,@,L (-49),lauri markkanen
1411,2.0,3.0,0.429,7.0,1.0,1.0,10.0,11/26/17,4.0,0.4,10.0,0.0,,0.0,18.0,1,9.6,31:32:00,0.0,MIA,1.0,11.0,18,0.0,0.0,10.0,,L (-7),lauri markkanen
1412,1.0,3.0,0.273,11.0,4.0,0.0,6.0,11/28/17,4.0,0.267,15.0,1.0,0.5,2.0,19.0,1,6.5,34:21:00,0.0,PHO,2.0,12.0,19,0.0,0.0,6.0,,L (-5),lauri markkanen
1413,0.0,1.0,0.33299999999999996,3.0,0.0,1.0,8.0,11/30/17,7.0,0.41200000000000003,17.0,5.0,1.0,5.0,20.0,1,12.5,31:37:00,1.0,DEN,3.0,20.0,20,0.0,1.0,9.0,@,L (-1),lauri markkanen
1414,-11.0,2.0,0.33299999999999996,6.0,0.0,0.0,5.0,12/1/17,5.0,0.385,13.0,2.0,1.0,2.0,21.0,1,6.8,27:50:00,0.0,SAC,4.0,14.0,21,1.0,1.0,5.0,,L (-1),lauri markkanen
1415,-17.0,1.0,0.2,5.0,1.0,1.0,6.0,12/4/17,5.0,0.385,13.0,2.0,1.0,2.0,22.0,1,9.0,31:55:00,1.0,CLE,2.0,13.0,22,2.0,2.0,7.0,,L (-22),lauri markkanen
1416,-15.0,1.0,0.16699999999999998,6.0,2.0,0.0,4.0,12/6/17,5.0,0.33299999999999996,15.0,0.0,,0.0,23.0,1,2.7,30:57:00,2.0,IND,2.0,11.0,23,0.0,3.0,6.0,@,L (-2),lauri markkanen
1417,3.0,3.0,0.6,5.0,0.0,0.0,10.0,12/8/17,8.0,0.5329999999999999,15.0,5.0,1.0,5.0,24.0,1,19.7,33:38:00,2.0,CHO,1.0,24.0,24,0.0,1.0,12.0,@,W (+8),lauri markkanen
1418,3.0,1.0,0.2,5.0,0.0,2.0,8.0,12/9/17,7.0,0.5,14.0,0.0,,0.0,25.0,1,10.4,29:50:00,0.0,NYK,1.0,15.0,25,0.0,1.0,8.0,,W (+2),lauri markkanen
1419,,,,,,,,12/11/17,,,,,,,,Did Not Play,,,,BOS,,,26,,,,,W (+23),lauri markkanen
1420,,,,,,,,12/13/17,,,,,,,,Did Not Play,,,,UTA,,,27,,,,,W (+3),lauri markkanen
1421,,,,,,,,12/15/17,,,,,,,,Inactive,,,,MIL,,,28,,,,@,W (+6),lauri markkanen
1422,4.0,2.0,0.33299999999999996,6.0,4.0,0.0,6.0,12/18/17,4.0,0.364,11.0,0.0,,0.0,26.0,1,8.5,25:32:00,0.0,PHI,0.0,10.0,29,1.0,1.0,6.0,,W (+2),lauri markkanen
1423,17.0,0.0,0.0,4.0,0.0,1.0,4.0,12/20/17,3.0,0.3,10.0,3.0,1.0,3.0,27.0,1,5.0,19:52,1.0,ORL,2.0,9.0,30,0.0,0.0,5.0,,W (+18),lauri markkanen
1424,-4.0,1.0,0.25,4.0,2.0,0.0,1.0,12/21/17,11.0,0.647,17.0,2.0,1.0,2.0,28.0,1,19.1,29:40:00,1.0,CLE,2.0,25.0,31,1.0,1.0,2.0,@,L (-3),lauri markkanen
1425,-31.0,2.0,0.667,3.0,1.0,0.0,3.0,12/23/17,4.0,0.4,10.0,2.0,1.0,2.0,29.0,1,8.2,26:02:00,2.0,BOS,1.0,12.0,32,0.0,1.0,5.0,@,L (-25),lauri markkanen
1426,-2.0,1.0,0.33299999999999996,3.0,1.0,0.0,5.0,12/26/17,1.0,0.14300000000000002,7.0,0.0,0.0,2.0,30.0,1,1.3,19:53,2.0,MIL,0.0,3.0,33,0.0,0.0,7.0,@,W (+9),lauri markkanen
1427,15.0,2.0,0.25,8.0,1.0,1.0,2.0,12/27/17,5.0,0.33299999999999996,15.0,0.0,0.0,1.0,31.0,1,4.7,28:03:00,0.0,NYK,1.0,12.0,34,1.0,1.0,2.0,,W (+5),lauri markkanen
1428,-1.0,5.0,0.556,9.0,1.0,0.0,6.0,12/29/17,11.0,0.647,17.0,5.0,1.0,5.0,32.0,1,26.3,28:22:00,1.0,IND,1.0,32.0,35,0.0,1.0,7.0,,W (+12),lauri markkanen
1429,-5.0,2.0,0.28600000000000003,7.0,0.0,0.0,7.0,12/31/17,4.0,0.33299999999999996,12.0,1.0,1.0,1.0,33.0,1,4.9,29:08:00,2.0,WAS,2.0,11.0,36,0.0,2.0,9.0,@,L (-4),lauri markkanen
1430,-14.0,4.0,0.667,6.0,1.0,1.0,8.0,1/1/18,7.0,0.583,12.0,1.0,0.5,2.0,34.0,1,16.0,34:16:00,0.0,POR,2.0,19.0,37,0.0,0.0,8.0,,L (-4),lauri markkanen
1431,-2.0,2.0,0.25,8.0,1.0,0.0,10.0,1/3/18,9.0,0.529,17.0,2.0,1.0,2.0,35.0,1,16.6,31:37:00,2.0,TOR,3.0,22.0,38,1.0,2.0,12.0,,L (-9),lauri markkanen
1432,3.0,3.0,0.6,5.0,1.0,1.0,8.0,1/5/18,6.0,0.667,9.0,1.0,1.0,1.0,36.0,1,16.6,31:42:00,1.0,DAL,0.0,16.0,39,1.0,1.0,9.0,@,W (+3),lauri markkanen
1433,-24.0,3.0,0.5,6.0,2.0,0.0,2.0,1/6/18,4.0,0.444,9.0,2.0,1.0,2.0,37.0,1,9.6,24:35:00,3.0,IND,2.0,13.0,40,0.0,2.0,5.0,@,L (-39),lauri markkanen
1434,-8.0,3.0,0.6,5.0,2.0,1.0,8.0,1/8/18,6.0,0.6,10.0,1.0,1.0,1.0,38.0,1,12.7,34:28:00,0.0,HOU,3.0,16.0,41,0.0,2.0,8.0,,L (-9),lauri markkanen
1435,3.0,8.0,0.5329999999999999,15.0,1.0,1.0,9.0,1/10/18,10.0,0.455,22.0,5.0,1.0,5.0,39.0,1,27.0,46:08:00,1.0,NYK,1.0,33.0,42,2.0,1.0,10.0,@,W (+3),lauri markkanen
1436,8.0,4.0,0.5710000000000001,7.0,1.0,1.0,3.0,1/13/18,7.0,0.467,15.0,1.0,1.0,1.0,40.0,1,16.3,26:47:00,1.0,DET,0.0,19.0,43,3.0,1.0,4.0,,W (+2),lauri markkanen
1437,21.0,3.0,0.5,6.0,3.0,0.0,8.0,1/15/18,6.0,0.462,13.0,2.0,1.0,2.0,41.0,1,15.7,30:24:00,1.0,MIA,2.0,17.0,44,1.0,0.0,9.0,,W (+8),lauri markkanen
1438,-33.0,2.0,0.28600000000000003,7.0,2.0,1.0,7.0,1/17/18,4.0,0.33299999999999996,12.0,1.0,1.0,1.0,42.0,1,7.9,29:02:00,1.0,GSW,3.0,11.0,45,0.0,0.0,8.0,,L (-7),lauri markkanen
1439,5.0,0.0,0.0,4.0,1.0,0.0,4.0,1/20/18,8.0,0.5,16.0,3.0,0.75,4.0,43.0,1,12.5,30:10:00,0.0,ATL,0.0,19.0,46,0.0,0.0,4.0,@,W (+16),lauri markkanen
1440,-4.0,0.0,0.0,4.0,2.0,2.0,17.0,1/22/18,5.0,0.41700000000000004,12.0,4.0,0.8,5.0,44.0,1,12.5,39:31:00,0.0,NOP,4.0,14.0,47,1.0,2.0,17.0,@,L (-4),lauri markkanen
1441,-34.0,1.0,0.2,5.0,2.0,0.0,2.0,1/24/18,5.0,0.385,13.0,1.0,1.0,1.0,45.0,1,7.2,22:40,1.0,PHI,1.0,12.0,48,0.0,0.0,3.0,@,L (-14),lauri markkanen
1442,-15.0,3.0,0.5,6.0,0.0,3.0,9.0,1/26/18,3.0,0.3,10.0,2.0,1.0,2.0,46.0,1,8.6,30:51:00,2.0,LAL,2.0,11.0,49,0.0,2.0,11.0,,L (-5),lauri markkanen
1443,-6.0,2.0,0.5,4.0,2.0,0.0,9.0,1/28/18,6.0,0.6,10.0,3.0,1.0,3.0,47.0,1,13.4,32:31:00,1.0,MIL,2.0,17.0,50,0.0,3.0,10.0,,L (-14),lauri markkanen
1444,,,,,,,,1/31/18,,,,,,,,Not With Team,,,,POR,,,51,,,,@,L (-16),lauri markkanen
1445,,,,,,,,2/3/18,,,,,,,,Not With Team,,,,LAC,,,52,,,,@,L (-10),lauri markkanen
1446,,,,,,,,2/5/18,,,,,,,,Did Not Play,,,,SAC,,,53,,,,@,L (-6),lauri markkanen
1447,14.0,2.0,0.667,3.0,1.0,0.0,4.0,2/9/18,5.0,0.7140000000000001,7.0,0.0,,0.0,48.0,1,10.3,35:52:00,1.0,MIN,1.0,12.0,54,0.0,1.0,5.0,,W (+1),lauri markkanen
1448,-13.0,1.0,0.125,8.0,0.0,0.0,8.0,2/10/18,5.0,0.263,19.0,1.0,1.0,1.0,49.0,1,3.7,33:01:00,2.0,WAS,2.0,12.0,55,2.0,2.0,10.0,,L (-11),lauri markkanen
1449,-1.0,0.0,0.0,6.0,0.0,1.0,5.0,2/12/18,9.0,0.474,19.0,3.0,1.0,3.0,50.0,1,13.2,30:52:00,3.0,ORL,1.0,21.0,56,0.0,2.0,8.0,,W (+4),lauri markkanen
1450,-17.0,1.0,0.33299999999999996,3.0,1.0,2.0,5.0,2/14/18,5.0,0.5,10.0,3.0,1.0,3.0,51.0,1,12.9,25:02:00,1.0,TOR,1.0,14.0,57,0.0,0.0,6.0,,L (-24),lauri markkanen
1451,-11.0,0.0,0.0,5.0,0.0,1.0,4.0,2/22/18,1.0,0.125,8.0,1.0,0.5,2.0,52.0,1,0.7,32:37:00,4.0,PHI,1.0,3.0,58,0.0,1.0,8.0,,L (-1),lauri markkanen
1452,-11.0,0.0,0.0,2.0,0.0,2.0,7.0,2/24/18,1.0,0.125,8.0,1.0,0.5,2.0,53.0,1,-0.5,31:57:00,0.0,MIN,1.0,3.0,59,1.0,2.0,7.0,@,L (-18),lauri markkanen
1453,-23.0,1.0,0.33299999999999996,3.0,0.0,0.0,5.0,2/26/18,8.0,0.444,18.0,2.0,1.0,2.0,54.0,1,10.4,30:27:00,1.0,BRK,1.0,19.0,60,0.0,1.0,6.0,@,L (-17),lauri markkanen
1454,-19.0,1.0,0.25,4.0,1.0,0.0,6.0,2/27/18,5.0,0.455,11.0,0.0,,0.0,55.0,1,8.1,32:12:00,1.0,CHO,1.0,11.0,61,2.0,2.0,7.0,@,L (-15),lauri markkanen
1455,12.0,3.0,0.6,5.0,1.0,0.0,8.0,3/2/18,7.0,0.467,15.0,0.0,,0.0,56.0,1,14.4,34:13:00,4.0,DAL,2.0,17.0,62,0.0,0.0,12.0,,W (+8),lauri markkanen
1456,-28.0,2.0,0.4,5.0,1.0,1.0,4.0,3/5/18,5.0,0.5,10.0,0.0,,0.0,57.0,1,10.2,30:18:00,0.0,BOS,1.0,12.0,63,1.0,0.0,4.0,,L (-16),lauri markkanen
1457,18.0,2.0,0.33299999999999996,6.0,0.0,0.0,5.0,3/7/18,8.0,0.5710000000000001,14.0,4.0,1.0,4.0,58.0,1,17.2,34:50:00,1.0,MEM,1.0,22.0,64,1.0,1.0,6.0,,W (+9),lauri markkanen
1458,-17.0,0.0,0.0,3.0,2.0,0.0,6.0,3/9/18,3.0,0.25,12.0,0.0,,0.0,59.0,1,3.4,26:59:00,2.0,DET,0.0,6.0,65,0.0,0.0,8.0,@,L (-16),lauri markkanen
1459,-15.0,1.0,0.2,5.0,0.0,1.0,6.0,3/11/18,6.0,0.462,13.0,6.0,1.0,6.0,60.0,1,15.4,29:02:00,2.0,ATL,2.0,19.0,66,1.0,1.0,8.0,@,W (+7),lauri markkanen
1460,,,,,,,,3/13/18,,,,,,,,Inactive,,,,LAC,,,67,,,,,L (-6),lauri markkanen
1461,,,,,,,,3/15/18,,,,,,,,Inactive,,,,MEM,,,68,,,,@,W (+1),lauri markkanen
1462,,,,,,,,3/17/18,,,,,,,,Inactive,,,,CLE,,,69,,,,,L (-5),lauri markkanen
1463,,,,,,,,3/19/18,,,,,,,,Inactive,,,,NYK,,,70,,,,@,L (-18),lauri markkanen
1464,,,,,,,,3/21/18,,,,,,,,Inactive,,,,DEN,,,71,,,,,L (-33),lauri markkanen
1465,-3.0,1.0,0.5,2.0,0.0,0.0,5.0,3/23/18,3.0,0.429,7.0,2.0,1.0,2.0,61.0,1,6.3,22:17,1.0,MIL,3.0,9.0,72,0.0,0.0,6.0,,L (-13),lauri markkanen
1466,,,,,,,,3/24/18,,,,,,,,Inactive,,,,DET,,,73,,,,@,L (-22),lauri markkanen
1467,-41.0,2.0,0.33299999999999996,6.0,2.0,1.0,4.0,3/27/18,8.0,0.5329999999999999,15.0,4.0,0.8,5.0,62.0,1,11.8,27:57:00,0.0,HOU,2.0,22.0,74,0.0,5.0,4.0,@,L (-32),lauri markkanen
1468,,,,,,,,3/29/18,,,,,,,,Did Not Play,,,,MIA,,,75,,,,@,L (-11),lauri markkanen
1469,6.0,1.0,0.2,5.0,1.0,1.0,8.0,3/30/18,4.0,0.4,10.0,4.0,0.8,5.0,63.0,1,10.6,24:22:00,0.0,ORL,1.0,13.0,76,2.0,2.0,8.0,@,W (+8),lauri markkanen
1470,2.0,5.0,0.625,8.0,0.0,0.0,6.0,4/1/18,7.0,0.636,11.0,4.0,0.5710000000000001,7.0,64.0,1,17.7,24:55:00,0.0,WAS,0.0,23.0,77,0.0,1.0,6.0,,W (+19),lauri markkanen
1471,4.0,5.0,0.833,6.0,1.0,1.0,6.0,4/3/18,8.0,0.5710000000000001,14.0,3.0,1.0,3.0,65.0,1,20.5,24:21:00,1.0,CHO,2.0,24.0,78,0.0,0.0,7.0,,W (+6),lauri markkanen
1472,-1.0,3.0,0.6,5.0,2.0,0.0,4.0,4/6/18,7.0,0.636,11.0,3.0,0.75,4.0,66.0,1,14.2,23:26,1.0,BOS,2.0,20.0,79,0.0,3.0,5.0,@,L (-7),lauri markkanen
1473,,,,,,,,4/7/18,,,,,,,,Did Not Play,,,,BRK,,,80,,,,,L (-28),lauri markkanen
1474,-5.0,2.0,0.4,5.0,2.0,1.0,4.0,4/9/18,3.0,0.214,14.0,2.0,0.5,4.0,67.0,1,6.3,25:57:00,2.0,BRK,0.0,10.0,81,2.0,1.0,6.0,@,L (-9),lauri markkanen
1475,0.0,3.0,0.429,7.0,1.0,0.0,6.0,4/11/18,7.0,0.5379999999999999,13.0,3.0,1.0,3.0,68.0,1,19.2,21:31,2.0,DET,1.0,20.0,82,2.0,0.0,8.0,,L (-32),lauri markkanen
1476,-14.0,1.0,0.33299999999999996,3.0,4.0,1.0,9.0,10/19/17,1.0,0.16699999999999998,6.0,0.0,0.0,2.0,1.0,1,3.2,29:21:00,0.0,LAC,1.0,3.0,1,1.0,2.0,9.0,,L (-16),lonzo ball
1477,1.0,4.0,0.444,9.0,9.0,0.0,9.0,10/20/17,12.0,0.444,27.0,1.0,0.5,2.0,2.0,1,20.3,37:27:00,2.0,PHO,4.0,29.0,2,1.0,4.0,11.0,@,W (+2),lonzo ball
1478,-24.0,0.0,0.0,5.0,13.0,0.0,7.0,10/22/17,3.0,0.231,13.0,2.0,1.0,2.0,3.0,1,7.6,36:24:00,1.0,NOP,1.0,8.0,3,1.0,5.0,8.0,,L (-7),lonzo ball
1479,13.0,0.0,0.0,5.0,10.0,1.0,7.0,10/25/17,2.0,0.182,11.0,2.0,0.667,3.0,4.0,1,8.0,39:38:00,1.0,WAS,3.0,6.0,4,1.0,1.0,8.0,,W (+3),lonzo ball
1480,-15.0,1.0,0.25,4.0,6.0,0.0,6.0,10/27/17,2.0,0.28600000000000003,7.0,0.0,,0.0,5.0,1,5.6,31:30:00,1.0,TOR,0.0,5.0,5,2.0,4.0,7.0,,L (-9),lonzo ball
1481,-19.0,3.0,0.5,6.0,4.0,0.0,1.0,10/28/17,3.0,0.3,10.0,0.0,,0.0,6.0,1,3.2,35:47:00,1.0,UTA,2.0,9.0,6,2.0,5.0,2.0,@,L (-15),lonzo ball
1482,8.0,1.0,0.33299999999999996,3.0,3.0,2.0,4.0,10/31/17,6.0,0.462,13.0,0.0,,0.0,7.0,1,12.4,27:46:00,2.0,DET,0.0,13.0,7,0.0,0.0,6.0,,W (+20),lonzo ball
1483,10.0,0.0,0.0,1.0,4.0,2.0,3.0,11/2/17,0.0,0.0,2.0,0.0,,0.0,8.0,1,3.3,28:07:00,0.0,POR,1.0,0.0,8,1.0,1.0,3.0,@,L (-3),lonzo ball
1484,21.0,0.0,0.0,3.0,7.0,0.0,4.0,11/3/17,3.0,0.2,15.0,0.0,0.0,1.0,9.0,1,3.5,28:37:00,1.0,BRK,4.0,6.0,9,2.0,0.0,5.0,,W (+12),lonzo ball
1485,10.0,1.0,0.125,8.0,9.0,0.0,3.0,11/5/17,3.0,0.231,13.0,2.0,0.667,3.0,10.0,1,6.5,35:09:00,2.0,MEM,2.0,9.0,10,0.0,2.0,5.0,,W (+5),lonzo ball
1486,-5.0,1.0,0.2,5.0,6.0,4.0,4.0,11/8/17,4.0,0.267,15.0,0.0,,0.0,11.0,1,7.6,38:34:00,1.0,BOS,1.0,9.0,11,1.0,2.0,5.0,@,L (-11),lonzo ball
1487,-18.0,1.0,0.14300000000000002,7.0,8.0,0.0,5.0,11/9/17,3.0,0.25,12.0,3.0,0.429,7.0,12.0,1,8.0,28:30:00,3.0,WAS,1.0,10.0,12,2.0,4.0,8.0,@,L (-16),lonzo ball
1488,10.0,3.0,0.6,5.0,13.0,3.0,12.0,11/11/17,7.0,0.583,12.0,2.0,0.5,4.0,13.0,1,25.2,38:48:00,0.0,MIL,3.0,19.0,13,3.0,4.0,12.0,@,L (-8),lonzo ball
1489,-11.0,1.0,0.25,4.0,5.0,0.0,3.0,11/13/17,3.0,0.3,10.0,0.0,,0.0,14.0,1,4.2,28:05:00,2.0,PHO,2.0,7.0,14,2.0,4.0,5.0,@,W (+7),lonzo ball
1490,-18.0,0.0,0.0,6.0,2.0,0.0,2.0,11/15/17,1.0,0.111,9.0,0.0,,0.0,15.0,1,-2.0,21:25,3.0,PHI,3.0,2.0,15,1.0,2.0,5.0,,L (-6),lonzo ball
1491,-2.0,0.0,0.0,1.0,6.0,2.0,6.0,11/17/17,3.0,0.429,7.0,0.0,0.0,2.0,16.0,1,10.1,37:42:00,0.0,PHO,2.0,6.0,16,5.0,3.0,6.0,,L (-9),lonzo ball
1492,29.0,1.0,0.25,4.0,11.0,2.0,13.0,11/19/17,5.0,0.385,13.0,0.0,,0.0,17.0,1,15.4,39:54:00,3.0,DEN,4.0,11.0,17,0.0,2.0,16.0,,W (+18),lonzo ball
1493,14.0,2.0,0.25,8.0,4.0,0.0,10.0,11/21/17,3.0,0.231,13.0,0.0,,0.0,18.0,1,6.8,32:00:00,3.0,CHI,3.0,8.0,18,1.0,1.0,13.0,,W (+9),lonzo ball
1494,-1.0,3.0,0.6,5.0,11.0,0.0,7.0,11/22/17,4.0,0.5,8.0,0.0,0.0,2.0,19.0,1,12.2,37:16:00,0.0,SAC,2.0,11.0,19,1.0,4.0,7.0,@,L (-11),lonzo ball
1495,-12.0,1.0,0.16699999999999998,6.0,7.0,0.0,3.0,11/27/17,1.0,0.14300000000000002,7.0,0.0,,0.0,20.0,1,2.1,26:17:00,2.0,LAC,4.0,3.0,20,1.0,3.0,5.0,@,L (-5),lonzo ball
1496,-8.0,3.0,0.429,7.0,10.0,0.0,1.0,11/29/17,5.0,0.41700000000000004,12.0,2.0,1.0,2.0,21.0,1,14.8,43:20:00,1.0,GSW,2.0,15.0,21,1.0,2.0,2.0,,L (-4),lonzo ball
1497,-15.0,1.0,0.25,4.0,5.0,0.0,5.0,12/2/17,4.0,0.4,10.0,0.0,,0.0,22.0,1,7.2,33:22:00,4.0,DEN,3.0,9.0,22,2.0,5.0,9.0,@,L (-15),lonzo ball
1498,-9.0,0.0,0.0,3.0,3.0,2.0,1.0,12/3/17,0.0,0.0,4.0,2.0,1.0,2.0,23.0,1,-0.4,22:02,0.0,HOU,1.0,2.0,23,0.0,3.0,1.0,,L (-23),lonzo ball
1499,7.0,0.0,0.0,3.0,8.0,4.0,6.0,12/7/17,5.0,0.455,11.0,0.0,,0.0,24.0,1,18.9,38:22:00,2.0,PHI,0.0,10.0,24,3.0,0.0,8.0,@,W (+3),lonzo ball
1500,-6.0,1.0,0.33299999999999996,3.0,9.0,1.0,5.0,12/9/17,2.0,0.4,5.0,0.0,0.0,2.0,25.0,1,6.4,26:31:00,0.0,CHO,4.0,5.0,25,0.0,2.0,5.0,@,W (+11),lonzo ball
1501,-11.0,3.0,0.5,6.0,6.0,1.0,7.0,12/12/17,6.0,0.462,13.0,2.0,0.667,3.0,26.0,1,17.4,39:31:00,1.0,NYK,3.0,17.0,26,2.0,1.0,8.0,@,L (-4),lonzo ball
1502,-11.0,3.0,0.375,8.0,11.0,0.0,7.0,12/14/17,5.0,0.455,11.0,0.0,,0.0,27.0,1,12.6,37:53:00,1.0,CLE,3.0,13.0,27,2.0,6.0,8.0,@,L (-9),lonzo ball
